subject,type,course,category,year,university,student_1,professor_1,professor_2,professor_3,moshaver_1,moshaver_2,moshaver_3
استفاده از یک روش داده‌کاوی بر روی ساختار پروتئین,پارسای داخل کشور,کارشناسی ارشد,علوم کامپیوتر،‌مهندسی نرم افزار,1394,موسسه آموزش عالی جاوید - جیرفت,سمیه یزدانی,وحید ستاری نائینی,N/A,N/A,کیانا شاهزمانی,بهنام قوامی,N/A
پیش‌بینی برهم‌کنش پروتئین-پروتئین مبتنی بر انتخاب توأمان ابعاد بردار ویژگی و پارامترهای بهینه SVM (ماشین بردار پشتیبان),پارسای داخل کشور,کارشناسی ارشد,علوم کامپیوتر،‌مهندسی نرم افزار,1394,دانشگاه تربیت مدرس، دانشکده فنی و مهندسی,محمد گنجی,نصراله مقدم چرکری,N/A,N/A,محمد صنیعی آباده,N/A,N/A
پیداکردن ژن‌های مرتبط با ناتوانی ذهنی اتوزومال مغلوب همراه با آتاکسی در ده خانواده ایرانی به روش نقشه‌برداری هموزیگوسیتی,پارسای داخل کشور,دکتری تخصصی (PhD),ژنتیک و وراثت,1394,دانشگاه علوم بهزیستی و توانبخشی,روشنک جزایری,کیمیا کهریزی,N/A,N/A,حسین نجم‌آبادی,N/A,N/A
روشی برای شمارش زیرگراف‌ها در گراف‌های بزرگ جهت‌دار و برچسب‌دار با استفاده از MapReduce‌,پارسای داخل کشور,کارشناسی ارشد,علوم کامپیوتر،‌مهندسی نرم افزار,1394,دانشگاه علم و فرهنگ تهران، دانشکده فنی و مهندسی,فواد خالقی,محمدجواد کارگر,N/A,N/A,N/A,N/A,N/A
پیش‌بینی ساختار پروتئین با استفاده از روش جستجوی مارپیچ (ss-tabu),پارسای داخل کشور,کارشناسی ارشد,زیست شناسی ریاضی و کامپیوتری,1394,دانشگاه یزد، پردیس علوم - دانشکده علوم ریاضی,زکیه‌السادات حسینی مهرآبادی,N/A,N/A,N/A,سیدابوالحسن شاهزاده فاضلی,مهدیه هاشمی‌نژاد,N/A
الگوریتم‌های خوشه‌بندی V3COCA و MRCPS و کاربرد آن‌ها در تحقیقات سرطان سینه,پارسای داخل کشور,کارشناسی ارشد,علوم کامپیوتر، نظریه ها و روشها,1394,دانشگاه یزد، پردیس علوم - دانشکده علوم ریاضی,فیروزه مهبودی,سیدابوالفضل شاهزاده فاضلی,N/A,N/A,سیدابوالحسن شاهزاده فاضلی,N/A,N/A
طراحی و تهیه مولکولهای فعال زیستی جدید و بررسی اثرات ضد باکتری، ضد قارچ و ضد مایکوباکتریوم و بررسی روابط کمی ساختار- فعالیت (QSAR),پارسای داخل کشور,کارشناسی ارشد,N/A,1394,دانشگاه خوارزمی، دانشکده علوم پایه,سیدمحمد شاه‌چراغ,عزیزاله حبیبی,N/A,N/A,سروش سرداری,N/A,N/A
طراحی و پیاده‌سازی مدلی برای وزن‌دهی طبقه‌بندهای ترکیبی با مطالعه‌ی موردی داده‌های زیستی,پارسای داخل کشور,کارشناسی ارشد,فناوری اطلاعات,1394,دانشگاه قم، دانشکده فنی و مهندسی,فروغ امینی,بهروز مینایی بیدگلی,مهدی صادقی,N/A,N/A,N/A,N/A
‌‌ارائه یک راه‌کار ترکیبی برای پیش‌بینی ساختار پروتئین با استفاده از روش‌های یادگیری ماشین و الگوریتم‌های تکاملی,پارسای داخل کشور,کارشناسی ارشد,علوم کامپیوتر،‌کاربردهای میان رشته ای,1394,دانشگاه تبریز، دانشکده علوم ریاضی,امیر مرشدیان,جعفر رزم‌آرا,N/A,N/A,شهریار لطفی,N/A,N/A
کلونینگ و بیان آنزیم کیتیناز قارچی در سیستم pET جهت تثبیت روی نانوکامپوزیت‌های هیدروژلی,پارسای داخل کشور,کارشناسی ارشد,زیست فناوری و میکروبشناسی کاربردی,1394,دانشگاه مراغه، دانشکده علوم پایه,مریم آغشلویی,رضا محمدزاده,N/A,N/A,غلامرضا مهدوی‌نیا,N/A,N/A
بکارگیری الگوریتم جستجوی ممنوعه تغییر یافته جهت بررسی مسئله تاخوردگی پروتئین در مدل اچ-پی,پارسای داخل کشور,کارشناسی ارشد,علوم کامپیوتر،‌کاربردهای میان رشته ای,1394,دانشگاه تحصیلات تکمیلی علوم پایه زنجان، دانشکده علوم رایانه و فن‌آوری اطلاعات,زهره پیروزه,مهدی وثیقی,N/A,N/A,حمید هادی علیجانوند,N/A,N/A
تطبیق غیردقیق زیرگراف با استفاده از الگوریتم بهینه‌سازی فاخته گسسته,پارسای داخل کشور,کارشناسی ارشد,علوم کامپیوتر،‌کاربردهای میان رشته ای,1394,دانشگاه تبریز، دانشکده علوم ریاضی,فرهاد فهیمی,شهریار لطفی,N/A,N/A,جابر کریم‌پور ینگجه,N/A,N/A
بررسی بیان ژن mTOR و miRNA هدف گیرنده آن در نمونه‌های جدا شده از بیماران مبتلا به سرطان پستان,پارسای داخل کشور,کارشناسی ارشد,زیست شناسی,1394,دانشگاه ‌آزاد اسلامی واحد تهران شرق - قیام دشت، دانشکده علوم پایه,مهسا فضلی,سمیرا محمدی یگانه,N/A,N/A,N/A,N/A,N/A
شناسایی جهش‌های اگزون 3 ژن KIND1 در بیماران ایرانی مبتلا به سندرم کیندلر,پارسای داخل کشور,کارشناسی ارشد,زیست شناسی,1394,دانشگاه یزد، پردیس علوم - گروه زیست‌شناسی,حمیده فلاح,محمدمهدی حیدری,N/A,N/A,مهری خاتمی,N/A,N/A
طبقه‌بندی ساختاری پروتئین‌ها با استفاده از نگاشت مولکولی و نقشه‌های خودسازمان‌ده نظارتی,پارسای داخل کشور,کارشناسی ارشد,زیست شناسی ریاضی و کامپیوتری,1394,دانشگاه تحصیلات تکمیلی علوم پایه زنجان، دانشکده علوم رایانه و فن‌آوری اطلاعات,مهری ساجدی,مهدی وثیقی,N/A,N/A,N/A,N/A,N/A
بهبود پیش‌بینی نواحی کدکننده پروتئین با به کارگیری تئوری گراف و تبدیل فوریه سیگنال‌های تنک,پارسای داخل کشور,کارشناسی ارشد,مخابرات، ارتباطات راه دور,1394,دانشگاه یزد، پردیس فنی و مهندسی - دانشکده مهندسی برق,مهسا صفاری فارسانی,مسعود آقابزرگی صحاف,N/A,N/A,وحید ابوطالبی,N/A,N/A
طبقه‌بندی بیوانفورماتیکی آنزیم‌های سیتوکروم P450 در باکتری Alcanivorax borkumensis در سطوح ژنی و پروتئینی,پارسای داخل کشور,کارشناسی ارشد,زیست شناسی,1394,پژوهشگاه ملی مهندسی ژنتیک و زیست فناوری، پژوهشکده زیست‌فناوری صنعت و محیط زیست,زینب حسن‌پور رودبنه,زرین مینوچهر,بیژن بمبئی,N/A,N/A,N/A,N/A
بررسی بیان و عملکرد hsa-miR-6165 در رده های سلولی و بافتی توموری,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1394,دانشگاه تربیت مدرس، دانشکده علوم زیستی,مریم حسنلو,بهرام محمدسلطانی,N/A,N/A,مصطفی قانعی,N/A,N/A
"بررسی جهش در ژنهای ACR2 TRYR, وPGK جدایه های لیشمانیای جلدی مقاوم به گلوکانتیم به روش تعیین توالی و تحلیل مولکولی - رایانه ای",پیشنهاده,دکتری تخصصی (PhD),N/A,1394,دانشگاه تربیت مدرس، دانشکده علوم پزشکی,فاطمه فزون گری,عبدالحسین دلیمی اصل,N/A,N/A,شهریار عرب,مهرداد بهمنش,N/A
انتخاب ویژگی با رویکرد برخط با استفاده از مدلهای احتمالاتی,پارسای داخل کشور,کارشناسی ارشد,N/A,1394,دانشگاه تهران، دانشکده علوم و فنون نوین,مجتبی نیازی خلیل‌آباد,هادی‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌ زارع‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌,N/A,N/A,N/A,N/A,N/A
ارزیابی وضعیت با استفاده از مدل مارکوف پنهان مرکب در عملیات هوایی,پیشنهاده,کارشناسی ارشد,N/A,1394,دانشگاه فردوسی مشهد، دانشکده فنی و مهندسی,حسن کیقبادی,سیدعلیرضا سیدین,N/A,N/A,N/A,N/A,N/A
طراحی، ساخت و بیان یک سازه کایمریک بر علیه پروپیونی باکتریوم اکنه,پارسای داخل کشور,کارشناسی ارشد,N/A,1394,دانشگاه پیام نور استان تهران، مرکز پیام نور تهران شرق,الهام فرهادی,جعفر سلیمیان,علی احمدی,N/A,کاظم بیدکی,N/A,N/A
ردیابی سرولوژیکی و مولکولی و تعیین دامنه میزبانی ویروس موزائیک ایرانی قیاق (IJMV) در استان گلستان,پارسای داخل کشور,کارشناسی ارشد,علوم گیاهی,1394,دانشگاه علوم کشاورزی و منابع طبیعی گرگان، دانشکده تولید گیاهی,الهام محمودی,سعید نصرالله‌نژاد,N/A,N/A,فروه‌سادات مصطفوی نیشابوری,N/A,N/A
ارائه یک چارچوب ترکیبی جهت استنتاج شبکه تنظیم‌کننده ژن و شخصی‌سازی درمان با استفاده از الگوریتم‌های فراابتکاری چندهدفه,پارسای داخل کشور,کارشناسی ارشد,علوم کامپیوتر، هوش مصنوعی,1394,دانشگاه شهید باهنر کرمان، دانشکده فنی و مهندسی,مینا جعفری,وحید ستاری نائینی,N/A,N/A,بهنام قوامی,N/A,N/A
مقایسه توالی ژن های مقاومت به بیماریها در ژنوتیپ های مختلف چغندرقند موجود در پایگاه های اطلاعاتی,پیشنهاده,کارشناسی ارشد,N/A,1394,دانشگاه بوعلی سینا، دانشکده کشاورزی,ندا بابایی اصل,اصغر میرزایی اصل,N/A,N/A,خسرو پیری,N/A,N/A
خوشه‌بندی شبکه‌های پویای برهم‌کنش پروتئین-پروتئین به منظور استخراج قوانین انجمنی فازی,پیشنهاده,دکتری تخصصی (PhD),N/A,1394,دانشگاه کاشان,مسلم محمدی جنقرا,حسین ابراهیم‌پور کومله,N/A,N/A,N/A,N/A,N/A
بررسی بیان TrkC-miR1و ژن های اصلی هدف‌ آن در نمونه‌های تومور مغزی با درجه بدخیمی متفاوت,پارسای داخل کشور,کارشناسی ارشد,N/A,1394,دانشگاه تربیت مدرس، دانشکده علوم زیستی,حامد دبیری,بهرام محمدسلطانی ورنوسفادرانی,N/A,N/A,N/A,N/A,N/A
راه‌اندازی و بکارگیری روش‌های Multiplex-PCR و Hybridization برای تشخیص همزمان عوامل اصلی گاستروانتریت ویروسی و تعیین ژنوتایپ‌های روتاویروس و نوروویروس,پارسای داخل کشور,دکتری تخصصی (PhD),ویروس‌شناسی,1394,دانشگاه تربیت مدرس، دانشکده علوم پزشکی,سیدداوود موسوی‌نسب,فرزانه صباحی,منوچهر مکوندی,N/A,سیامک میراب سمیعی,علیرضا ناجی,N/A
